customer_id,customer_name,email,city,state,country,registration_date,customer_segment
1654,Customer_1654,customer1654@example.com,New York,AZ,USA,2022-11-02,Consumer
1655,Customer_1655,customer1655@example.com,Dallas,IL,USA,2023-04-01,Corporate
1656,Customer_1656,customer1656@example.com,New York,AZ,USA,2022-04-24,Consumer
1657,Customer_1657,customer1657@example.com,Philadelphia,NY,USA,2023-01-31,Home Office
1658,Customer_1658,customer1658@example.com,Phoenix,TX,USA,2022-09-19,Home Office
1659,Customer_1659,customer1659@example.com,San Jose,CA,USA,2022-03-21,Consumer
1660,Customer_1660,customer1660@example.com,New York,CA,USA,2022-07-02,Consumer
1661,Customer_1661,customer1661@example.com,Chicago,AZ,USA,2022-07-07,Home Office
1662,Customer_1662,customer1662@example.com,Houston,TX,USA,2022-05-12,Corporate
1663,Customer_1663,customer1663@example.com,Los Angeles,CA,USA,2022-07-24,Home Office
1664,Customer_1664,customer1664@example.com,Houston,CA,USA,2023-01-06,Corporate
1665,Customer_1665,customer1665@example.com,San Diego,IL,USA,2022-09-07,Home Office
1666,Customer_1666,customer1666@example.com,San Jose,CA,USA,2022-11-01,Home Office
1667,Customer_1667,customer1667@example.com,Phoenix,NY,USA,2023-01-10,Home Office
1668,Customer_1668,customer1668@example.com,San Antonio,CA,USA,2023-02-04,Consumer
1669,Customer_1669,customer1669@example.com,Philadelphia,PA,USA,2023-03-27,Corporate
1670,Customer_1670,customer1670@example.com,San Antonio,CA,USA,2023-03-22,Consumer
1671,Customer_1671,customer1671@example.com,San Jose,NY,USA,2022-11-21,Home Office
1672,Customer_1672,customer1672@example.com,San Antonio,NY,USA,2022-06-06,Home Office
1673,Customer_1673,customer1673@example.com,New York,PA,USA,2022-10-04,Home Office
1674,Customer_1674,customer1674@example.com,Chicago,PA,USA,2022-09-15,Home Office
1675,Customer_1675,customer1675@example.com,Houston,IL,USA,2022-01-26,Home Office
1676,Customer_1676,customer1676@example.com,San Antonio,CA,USA,2023-01-21,Home Office
1677,Customer_1677,customer1677@example.com,San Jose,TX,USA,2022-02-16,Consumer
1678,Customer_1678,customer1678@example.com,San Antonio,AZ,USA,2023-02-07,Corporate
1679,Customer_1679,customer1679@example.com,Chicago,IL,USA,2022-06-22,Consumer
1680,Customer_1680,customer1680@example.com,San Diego,CA,USA,2023-01-17,Consumer
1681,Customer_1681,customer1681@example.com,Dallas,TX,USA,2022-05-15,Consumer
1682,Customer_1682,customer1682@example.com,San Antonio,TX,USA,2022-08-11,Home Office
1683,Customer_1683,customer1683@example.com,Chicago,IL,USA,2022-09-04,Home Office
1684,Customer_1684,customer1684@example.com,Houston,CA,USA,2022-07-22,Home Office
1685,Customer_1685,customer1685@example.com,San Jose,TX,USA,2022-10-15,Home Office
1686,Customer_1686,customer1686@example.com,Dallas,TX,USA,2022-05-05,Consumer
1687,Customer_1687,customer1687@example.com,Phoenix,TX,USA,2022-06-15,Home Office
1688,Customer_1688,customer1688@example.com,San Jose,CA,USA,2022-02-27,Home Office
1689,Customer_1689,customer1689@example.com,San Antonio,TX,USA,2022-07-07,Corporate
1690,Customer_1690,customer1690@example.com,Houston,PA,USA,2022-06-26,Home Office
1691,Customer_1691,customer1691@example.com,New York,AZ,USA,2022-03-28,Corporate
1692,Customer_1692,customer1692@example.com,San Jose,CA,USA,2022-11-16,Consumer
1693,Customer_1693,customer1693@example.com,San Diego,NY,USA,2023-04-19,Consumer
1694,Customer_1694,customer1694@example.com,Houston,PA,USA,2022-03-21,Home Office
1695,Customer_1695,customer1695@example.com,Los Angeles,CA,USA,2023-01-14,Consumer
1696,Customer_1696,customer1696@example.com,Houston,CA,USA,2023-04-20,Consumer
1697,Customer_1697,customer1697@example.com,Phoenix,NY,USA,2022-06-25,Home Office
1698,Customer_1698,customer1698@example.com,Los Angeles,AZ,USA,2022-08-19,Corporate
1699,Customer_1699,customer1699@example.com,New York,PA,USA,2022-04-18,Home Office
1700,Customer_1700,customer1700@example.com,Dallas,TX,USA,2022-04-15,Home Office
1701,Customer_1701,customer1701@example.com,Dallas,AZ,USA,2022-10-08,Corporate
1702,Customer_1702,customer1702@example.com,San Jose,IL,USA,2022-12-22,Home Office
1703,Customer_1703,customer1703@example.com,New York,TX,USA,2022-10-26,Home Office
1704,Customer_1704,customer1704@example.com,Dallas,NY,USA,2022-05-11,Consumer
1705,Customer_1705,customer1705@example.com,New York,AZ,USA,2022-04-13,Home Office
1706,Customer_1706,customer1706@example.com,San Jose,AZ,USA,2022-01-28,Corporate
1707,Customer_1707,customer1707@example.com,New York,CA,USA,2022-07-18,Home Office
1708,Customer_1708,customer1708@example.com,Phoenix,PA,USA,2023-03-19,Consumer
1709,Customer_1709,customer1709@example.com,New York,AZ,USA,2023-03-21,Home Office
1710,Customer_1710,customer1710@example.com,San Antonio,TX,USA,2022-07-14,Home Office
1711,Customer_1711,customer1711@example.com,Los Angeles,PA,USA,2022-09-06,Home Office
1712,Customer_1712,customer1712@example.com,Dallas,CA,USA,2022-04-06,Consumer
1713,Customer_1713,customer1713@example.com,Dallas,CA,USA,2022-10-15,Home Office
1714,Customer_1714,customer1714@example.com,New York,NY,USA,2022-05-07,Home Office
1715,Customer_1715,customer1715@example.com,Phoenix,PA,USA,2022-09-08,Corporate
1716,Customer_1716,customer1716@example.com,Chicago,NY,USA,2022-06-27,Home Office
1717,Customer_1717,customer1717@example.com,Philadelphia,PA,USA,2022-11-17,Corporate
1718,Customer_1718,customer1718@example.com,Houston,TX,USA,2022-05-22,Consumer
1719,Customer_1719,customer1719@example.com,Phoenix,TX,USA,2023-04-01,Consumer
1720,Customer_1720,customer1720@example.com,Dallas,AZ,USA,2022-04-26,Consumer
1721,Customer_1721,customer1721@example.com,Philadelphia,TX,USA,2022-12-03,Consumer
1722,Customer_1722,customer1722@example.com,Los Angeles,TX,USA,2022-09-24,Home Office
1723,Customer_1723,customer1723@example.com,San Jose,TX,USA,2022-08-02,Consumer
1724,Customer_1724,customer1724@example.com,San Jose,IL,USA,2022-08-07,Corporate
1725,Customer_1725,customer1725@example.com,San Jose,PA,USA,2022-08-18,Home Office
1726,Customer_1726,customer1726@example.com,Chicago,TX,USA,2022-12-01,Consumer
1727,Customer_1727,customer1727@example.com,San Jose,TX,USA,2022-12-17,Consumer
1728,Customer_1728,customer1728@example.com,Chicago,AZ,USA,2022-12-19,Home Office
1729,Customer_1729,customer1729@example.com,Dallas,IL,USA,2022-08-09,Consumer
1730,Customer_1730,customer1730@example.com,San Jose,IL,USA,2022-06-12,Consumer
1731,Customer_1731,customer1731@example.com,Dallas,TX,USA,2023-05-01,Home Office
1732,Customer_1732,customer1732@example.com,Los Angeles,IL,USA,2022-06-12,Consumer
1733,Customer_1733,customer1733@example.com,New York,PA,USA,2023-03-27,Corporate
1734,Customer_1734,customer1734@example.com,San Antonio,AZ,USA,2022-08-15,Home Office
1735,Customer_1735,customer1735@example.com,Phoenix,IL,USA,2023-02-03,Consumer
1736,Customer_1736,customer1736@example.com,Los Angeles,IL,USA,2022-04-05,Consumer
1737,Customer_1737,customer1737@example.com,San Jose,CA,USA,2022-05-17,Home Office
1738,Customer_1738,customer1738@example.com,San Jose,CA,USA,2022-04-29,Home Office
1739,Customer_1739,customer1739@example.com,Houston,TX,USA,2022-12-18,Consumer
1740,Customer_1740,customer1740@example.com,Philadelphia,CA,USA,2022-12-19,Corporate
1741,Customer_1741,customer1741@example.com,Chicago,TX,USA,2023-03-10,Home Office
1742,Customer_1742,customer1742@example.com,San Diego,PA,USA,2022-04-05,Corporate
1743,Customer_1743,customer1743@example.com,San Diego,CA,USA,2022-03-12,Consumer
1744,Customer_1744,customer1744@example.com,Houston,TX,USA,2022-01-17,Corporate
1745,Customer_1745,customer1745@example.com,New York,AZ,USA,2023-05-02,Corporate
1746,Customer_1746,customer1746@example.com,Houston,TX,USA,2023-01-23,Consumer
1747,Customer_1747,customer1747@example.com,Los Angeles,IL,USA,2023-04-20,Corporate
1748,Customer_1748,customer1748@example.com,San Jose,CA,USA,2022-12-19,Corporate
1749,Customer_1749,customer1749@example.com,San Diego,TX,USA,2022-08-07,Corporate
1750,Customer_1750,customer1750@example.com,New York,CA,USA,2023-01-12,Corporate
1751,Customer_1751,customer1751@example.com,Philadelphia,TX,USA,2022-11-10,Home Office
1752,Customer_1752,customer1752@example.com,San Jose,CA,USA,2022-10-02,Home Office
1753,Customer_1753,customer1753@example.com,New York,TX,USA,2022-02-25,Corporate
1754,Customer_1754,customer1754@example.com,San Diego,NY,USA,2023-03-26,Consumer
1755,Customer_1755,customer1755@example.com,Dallas,TX,USA,2022-07-22,Home Office
1756,Customer_1756,customer1756@example.com,New York,TX,USA,2022-07-18,Home Office
1757,Customer_1757,customer1757@example.com,New York,TX,USA,2022-05-30,Corporate
1758,Customer_1758,customer1758@example.com,San Antonio,AZ,USA,2023-02-01,Corporate
1759,Customer_1759,customer1759@example.com,San Diego,IL,USA,2022-08-05,Corporate
1760,Customer_1760,customer1760@example.com,San Jose,NY,USA,2022-12-20,Home Office
1761,Customer_1761,customer1761@example.com,Chicago,CA,USA,2023-03-01,Home Office
1762,Customer_1762,customer1762@example.com,San Diego,CA,USA,2023-01-05,Home Office
1763,Customer_1763,customer1763@example.com,Los Angeles,IL,USA,2023-02-03,Home Office
1764,Customer_1764,customer1764@example.com,Dallas,IL,USA,2022-07-21,Corporate
1765,Customer_1765,customer1765@example.com,Philadelphia,CA,USA,2022-01-13,Consumer
1766,Customer_1766,customer1766@example.com,San Diego,CA,USA,2023-04-05,Home Office
1767,Customer_1767,customer1767@example.com,Houston,CA,USA,2022-02-16,Corporate
1768,Customer_1768,customer1768@example.com,Philadelphia,IL,USA,2023-01-03,Home Office
1769,Customer_1769,customer1769@example.com,Los Angeles,CA,USA,2022-02-28,Home Office
1770,Customer_1770,customer1770@example.com,San Diego,PA,USA,2022-02-13,Home Office
1771,Customer_1771,customer1771@example.com,San Antonio,TX,USA,2022-11-10,Consumer
1772,Customer_1772,customer1772@example.com,San Antonio,TX,USA,2022-07-14,Consumer
1773,Customer_1773,customer1773@example.com,Chicago,PA,USA,2022-10-17,Home Office
1774,Customer_1774,customer1774@example.com,Chicago,IL,USA,2023-03-21,Consumer
1775,Customer_1775,customer1775@example.com,Chicago,NY,USA,2022-08-03,Corporate
1776,Customer_1776,customer1776@example.com,Phoenix,CA,USA,2022-05-28,Home Office
1777,Customer_1777,customer1777@example.com,Chicago,CA,USA,2023-04-06,Consumer
1778,Customer_1778,customer1778@example.com,Houston,NY,USA,2022-11-15,Corporate
1779,Customer_1779,customer1779@example.com,New York,CA,USA,2022-09-12,Corporate
1780,Customer_1780,customer1780@example.com,Dallas,NY,USA,2022-11-08,Corporate
1781,Customer_1781,customer1781@example.com,Houston,TX,USA,2022-10-29,Home Office
1782,Customer_1782,customer1782@example.com,San Diego,CA,USA,2022-07-29,Corporate
1783,Customer_1783,customer1783@example.com,Los Angeles,CA,USA,2022-11-04,Consumer
1784,Customer_1784,customer1784@example.com,Houston,TX,USA,2022-05-23,Home Office
1785,Customer_1785,customer1785@example.com,Dallas,TX,USA,2022-01-26,Consumer
1786,Customer_1786,customer1786@example.com,Chicago,NY,USA,2022-12-01,Corporate
1787,Customer_1787,customer1787@example.com,New York,IL,USA,2023-03-14,Consumer
1788,Customer_1788,customer1788@example.com,San Jose,CA,USA,2022-06-02,Corporate
1789,Customer_1789,customer1789@example.com,Los Angeles,NY,USA,2022-02-25,Corporate
1790,Customer_1790,customer1790@example.com,Chicago,IL,USA,2022-12-11,Corporate
1791,Customer_1791,customer1791@example.com,San Jose,CA,USA,2022-10-21,Home Office
1792,Customer_1792,customer1792@example.com,Chicago,CA,USA,2023-01-19,Home Office
1793,Customer_1793,customer1793@example.com,Philadelphia,NY,USA,2022-02-17,Corporate
1794,Customer_1794,customer1794@example.com,Philadelphia,PA,USA,2023-04-05,Corporate
1795,Customer_1795,customer1795@example.com,Los Angeles,TX,USA,2023-03-08,Home Office
1796,Customer_1796,customer1796@example.com,Los Angeles,AZ,USA,2022-08-30,Consumer
1797,Customer_1797,customer1797@example.com,Los Angeles,AZ,USA,2022-06-18,Home Office
1798,Customer_1798,customer1798@example.com,San Antonio,TX,USA,2022-04-18,Home Office
1799,Customer_1799,customer1799@example.com,Houston,CA,USA,2022-01-30,Consumer
1800,Customer_1800,customer1800@example.com,San Jose,TX,USA,2022-02-14,Corporate
1801,Customer_1801,customer1801@example.com,San Jose,AZ,USA,2022-08-07,Home Office
1802,Customer_1802,customer1802@example.com,Philadelphia,AZ,USA,2022-09-27,Home Office
1803,Customer_1803,customer1803@example.com,San Jose,PA,USA,2023-04-20,Consumer
1804,Customer_1804,customer1804@example.com,San Jose,CA,USA,2022-09-12,Home Office
1805,Customer_1805,customer1805@example.com,San Diego,CA,USA,2023-02-18,Consumer
1806,Customer_1806,customer1806@example.com,San Jose,TX,USA,2022-12-29,Corporate
1807,Customer_1807,customer1807@example.com,Houston,NY,USA,2022-03-02,Consumer
1808,Customer_1808,customer1808@example.com,San Diego,CA,USA,2023-01-13,Consumer
1809,Customer_1809,customer1809@example.com,San Jose,TX,USA,2022-07-31,Consumer
1810,Customer_1810,customer1810@example.com,Philadelphia,PA,USA,2022-10-14,Home Office
1811,Customer_1811,customer1811@example.com,Houston,NY,USA,2022-11-24,Consumer
1812,Customer_1812,customer1812@example.com,Phoenix,AZ,USA,2023-02-09,Consumer
1813,Customer_1813,customer1813@example.com,Phoenix,AZ,USA,2022-09-17,Home Office
1814,Customer_1814,customer1814@example.com,Philadelphia,NY,USA,2022-02-28,Home Office
1815,Customer_1815,customer1815@example.com,Philadelphia,PA,USA,2022-07-22,Home Office
1816,Customer_1816,customer1816@example.com,San Jose,CA,USA,2023-05-07,Consumer
1817,Customer_1817,customer1817@example.com,Chicago,TX,USA,2022-06-19,Corporate
1818,Customer_1818,customer1818@example.com,San Diego,CA,USA,2023-02-13,Consumer
1819,Customer_1819,customer1819@example.com,Chicago,CA,USA,2022-03-21,Home Office
1820,Customer_1820,customer1820@example.com,San Diego,TX,USA,2023-04-04,Corporate
1821,Customer_1821,customer1821@example.com,San Diego,TX,USA,2023-04-21,Home Office
1822,Customer_1822,customer1822@example.com,New York,TX,USA,2022-06-03,Home Office
1823,Customer_1823,customer1823@example.com,Philadelphia,TX,USA,2022-10-02,Consumer
1824,Customer_1824,customer1824@example.com,Houston,CA,USA,2022-12-17,Corporate
1825,Customer_1825,customer1825@example.com,Philadelphia,CA,USA,2023-05-12,Consumer
1826,Customer_1826,customer1826@example.com,Phoenix,NY,USA,2022-06-23,Corporate
1827,Customer_1827,customer1827@example.com,Dallas,IL,USA,2022-10-20,Home Office
1828,Customer_1828,customer1828@example.com,San Antonio,IL,USA,2022-11-01,Consumer
1829,Customer_1829,customer1829@example.com,Phoenix,PA,USA,2022-12-30,Consumer
1830,Customer_1830,customer1830@example.com,Phoenix,TX,USA,2022-02-14,Corporate
1831,Customer_1831,customer1831@example.com,Houston,PA,USA,2022-08-20,Corporate
1832,Customer_1832,customer1832@example.com,Houston,TX,USA,2022-06-04,Consumer
1833,Customer_1833,customer1833@example.com,Los Angeles,PA,USA,2023-02-06,Consumer
1834,Customer_1834,customer1834@example.com,Houston,CA,USA,2022-08-16,Home Office
1835,Customer_1835,customer1835@example.com,New York,CA,USA,2023-04-09,Home Office
1836,Customer_1836,customer1836@example.com,Chicago,TX,USA,2022-06-24,Corporate
1837,Customer_1837,customer1837@example.com,Dallas,AZ,USA,2023-02-02,Corporate
1838,Customer_1838,customer1838@example.com,Chicago,CA,USA,2023-02-25,Home Office
1839,Customer_1839,customer1839@example.com,Chicago,TX,USA,2023-01-06,Consumer
1840,Customer_1840,customer1840@example.com,San Diego,TX,USA,2023-01-01,Home Office
1841,Customer_1841,customer1841@example.com,Los Angeles,NY,USA,2022-06-09,Consumer
1842,Customer_1842,customer1842@example.com,San Jose,CA,USA,2022-06-20,Corporate
1843,Customer_1843,customer1843@example.com,New York,CA,USA,2022-09-24,Home Office
1844,Customer_1844,customer1844@example.com,Phoenix,NY,USA,2022-10-23,Corporate
1845,Customer_1845,customer1845@example.com,Houston,PA,USA,2022-04-13,Consumer
1846,Customer_1846,customer1846@example.com,Phoenix,AZ,USA,2022-09-30,Corporate
1847,Customer_1847,customer1847@example.com,San Diego,CA,USA,2022-05-20,Consumer
1848,Customer_1848,customer1848@example.com,Chicago,AZ,USA,2022-02-28,Consumer
1849,Customer_1849,customer1849@example.com,San Jose,TX,USA,2022-09-21,Consumer
1850,Customer_1850,customer1850@example.com,Houston,TX,USA,2022-06-29,Home Office
1851,Customer_1851,customer1851@example.com,Philadelphia,AZ,USA,2022-03-14,Home Office
1852,Customer_1852,customer1852@example.com,Phoenix,CA,USA,2022-05-06,Consumer
1853,Customer_1853,customer1853@example.com,Los Angeles,AZ,USA,2022-11-10,Corporate
1854,Customer_1854,customer1854@example.com,Dallas,CA,USA,2022-01-26,Consumer
1855,Customer_1855,customer1855@example.com,New York,CA,USA,2023-04-08,Home Office
1856,Customer_1856,customer1856@example.com,New York,CA,USA,2022-07-16,Consumer
1857,Customer_1857,customer1857@example.com,Los Angeles,TX,USA,2022-07-20,Consumer
1858,Customer_1858,customer1858@example.com,San Jose,CA,USA,2022-11-19,Home Office
1859,Customer_1859,customer1859@example.com,San Diego,CA,USA,2022-07-02,Corporate
1860,Customer_1860,customer1860@example.com,Philadelphia,TX,USA,2023-01-01,Home Office
1861,Customer_1861,customer1861@example.com,Dallas,CA,USA,2023-05-14,Corporate
1862,Customer_1862,customer1862@example.com,San Jose,IL,USA,2022-02-17,Home Office
1863,Customer_1863,customer1863@example.com,San Diego,CA,USA,2022-08-22,Corporate
1864,Customer_1864,customer1864@example.com,San Diego,CA,USA,2022-04-29,Consumer
1865,Customer_1865,customer1865@example.com,Chicago,CA,USA,2022-05-13,Corporate
1866,Customer_1866,customer1866@example.com,San Antonio,IL,USA,2022-12-25,Home Office
1867,Customer_1867,customer1867@example.com,Philadelphia,PA,USA,2022-08-21,Corporate
1868,Customer_1868,customer1868@example.com,New York,CA,USA,2022-09-01,Consumer
1869,Customer_1869,customer1869@example.com,Philadelphia,CA,USA,2022-08-25,Consumer
1870,Customer_1870,customer1870@example.com,Phoenix,PA,USA,2022-11-06,Home Office
1871,Customer_1871,customer1871@example.com,Chicago,TX,USA,2022-02-22,Corporate
1872,Customer_1872,customer1872@example.com,Los Angeles,PA,USA,2022-10-12,Home Office
1873,Customer_1873,customer1873@example.com,Los Angeles,AZ,USA,2022-09-30,Corporate
1874,Customer_1874,customer1874@example.com,San Antonio,CA,USA,2022-07-31,Consumer
1875,Customer_1875,customer1875@example.com,San Jose,TX,USA,2022-10-08,Consumer
1876,Customer_1876,customer1876@example.com,San Diego,TX,USA,2022-02-03,Corporate
1877,Customer_1877,customer1877@example.com,Houston,CA,USA,2022-08-09,Corporate
1878,Customer_1878,customer1878@example.com,San Jose,PA,USA,2022-10-06,Home Office
1879,Customer_1879,customer1879@example.com,Houston,IL,USA,2022-12-06,Home Office
1880,Customer_1880,customer1880@example.com,Los Angeles,CA,USA,2023-03-05,Corporate
1881,Customer_1881,customer1881@example.com,Los Angeles,CA,USA,2022-11-02,Corporate
1882,Customer_1882,customer1882@example.com,Philadelphia,TX,USA,2022-02-19,Corporate
1883,Customer_1883,customer1883@example.com,Chicago,AZ,USA,2023-05-05,Corporate
1884,Customer_1884,customer1884@example.com,Los Angeles,CA,USA,2022-02-25,Home Office
1885,Customer_1885,customer1885@example.com,San Jose,TX,USA,2022-06-17,Corporate
1886,Customer_1886,customer1886@example.com,New York,CA,USA,2022-04-22,Consumer
1887,Customer_1887,customer1887@example.com,San Jose,NY,USA,2023-01-23,Consumer
1888,Customer_1888,customer1888@example.com,Chicago,CA,USA,2022-09-30,Corporate
1889,Customer_1889,customer1889@example.com,San Antonio,CA,USA,2022-10-23,Corporate
1890,Customer_1890,customer1890@example.com,Houston,TX,USA,2022-12-15,Corporate
1891,Customer_1891,customer1891@example.com,Phoenix,CA,USA,2023-02-11,Home Office
1892,Customer_1892,customer1892@example.com,Phoenix,TX,USA,2023-01-03,Corporate
1893,Customer_1893,customer1893@example.com,Los Angeles,CA,USA,2022-01-05,Home Office
1894,Customer_1894,customer1894@example.com,Dallas,TX,USA,2023-03-10,Consumer
1895,Customer_1895,customer1895@example.com,Phoenix,NY,USA,2022-07-09,Home Office
1896,Customer_1896,customer1896@example.com,New York,NY,USA,2022-12-27,Home Office
1897,Customer_1897,customer1897@example.com,Philadelphia,CA,USA,2023-03-17,Corporate
1898,Customer_1898,customer1898@example.com,New York,TX,USA,2022-08-10,Home Office
1899,Customer_1899,customer1899@example.com,San Jose,TX,USA,2022-11-17,Corporate
1900,Customer_1900,customer1900@example.com,San Antonio,TX,USA,2022-07-15,Corporate
1901,Customer_1901,customer1901@example.com,Dallas,TX,USA,2022-12-06,Consumer
1902,Customer_1902,customer1902@example.com,San Diego,IL,USA,2022-04-07,Home Office
1903,Customer_1903,customer1903@example.com,San Antonio,PA,USA,2023-03-07,Corporate
1904,Customer_1904,customer1904@example.com,Chicago,AZ,USA,2023-03-23,Home Office
1905,Customer_1905,customer1905@example.com,Chicago,IL,USA,2022-01-06,Consumer
1906,Customer_1906,customer1906@example.com,New York,IL,USA,2023-01-05,Corporate
1907,Customer_1907,customer1907@example.com,San Antonio,IL,USA,2022-02-13,Consumer
1908,Customer_1908,customer1908@example.com,San Antonio,CA,USA,2023-04-03,Home Office
1909,Customer_1909,customer1909@example.com,San Jose,TX,USA,2022-11-16,Consumer
1910,Customer_1910,customer1910@example.com,San Diego,TX,USA,2022-08-06,Home Office
1911,Customer_1911,customer1911@example.com,San Diego,TX,USA,2022-07-01,Consumer
1912,Customer_1912,customer1912@example.com,Chicago,TX,USA,2022-11-06,Consumer
1913,Customer_1913,customer1913@example.com,San Jose,CA,USA,2023-03-10,Home Office
1914,Customer_1914,customer1914@example.com,Houston,TX,USA,2022-05-18,Corporate
1915,Customer_1915,customer1915@example.com,Dallas,CA,USA,2022-07-07,Consumer
1916,Customer_1916,customer1916@example.com,New York,CA,USA,2022-09-05,Home Office
1917,Customer_1917,customer1917@example.com,Philadelphia,CA,USA,2022-10-25,Corporate
1918,Customer_1918,customer1918@example.com,Los Angeles,IL,USA,2023-01-09,Home Office
1919,Customer_1919,customer1919@example.com,Dallas,AZ,USA,2022-08-27,Home Office
1920,Customer_1920,customer1920@example.com,Los Angeles,TX,USA,2023-04-01,Home Office
1921,Customer_1921,customer1921@example.com,Los Angeles,TX,USA,2022-08-30,Home Office
1922,Customer_1922,customer1922@example.com,Los Angeles,TX,USA,2023-02-13,Home Office
1923,Customer_1923,customer1923@example.com,Phoenix,CA,USA,2022-01-28,Corporate
1924,Customer_1924,customer1924@example.com,Dallas,NY,USA,2022-08-29,Corporate
1925,Customer_1925,customer1925@example.com,Dallas,CA,USA,2022-10-21,Home Office
1926,Customer_1926,customer1926@example.com,Philadelphia,TX,USA,2022-06-30,Corporate
1927,Customer_1927,customer1927@example.com,Phoenix,IL,USA,2022-01-19,Home Office
1928,Customer_1928,customer1928@example.com,San Jose,AZ,USA,2023-01-08,Home Office
1929,Customer_1929,customer1929@example.com,Phoenix,NY,USA,2022-11-19,Corporate
1930,Customer_1930,customer1930@example.com,San Jose,IL,USA,2022-10-21,Consumer
1931,Customer_1931,customer1931@example.com,Phoenix,CA,USA,2022-01-14,Corporate
1932,Customer_1932,customer1932@example.com,San Diego,CA,USA,2022-03-06,Home Office
1933,Customer_1933,customer1933@example.com,Los Angeles,AZ,USA,2022-05-10,Consumer
1934,Customer_1934,customer1934@example.com,San Jose,AZ,USA,2022-05-21,Corporate
1935,Customer_1935,customer1935@example.com,New York,CA,USA,2022-11-06,Consumer
1936,Customer_1936,customer1936@example.com,San Jose,IL,USA,2022-12-04,Corporate
1937,Customer_1937,customer1937@example.com,Philadelphia,IL,USA,2022-05-14,Home Office
1938,Customer_1938,customer1938@example.com,Houston,CA,USA,2022-04-03,Home Office
1939,Customer_1939,customer1939@example.com,New York,PA,USA,2022-02-13,Consumer
1940,Customer_1940,customer1940@example.com,San Jose,IL,USA,2023-03-05,Corporate
1941,Customer_1941,customer1941@example.com,San Antonio,TX,USA,2022-05-02,Home Office
1942,Customer_1942,customer1942@example.com,San Diego,IL,USA,2022-04-18,Home Office
1943,Customer_1943,customer1943@example.com,Philadelphia,NY,USA,2022-11-25,Corporate
1944,Customer_1944,customer1944@example.com,Los Angeles,NY,USA,2022-03-27,Corporate
1945,Customer_1945,customer1945@example.com,San Antonio,CA,USA,2022-06-04,Corporate
1946,Customer_1946,customer1946@example.com,Dallas,TX,USA,2022-07-14,Home Office
1947,Customer_1947,customer1947@example.com,San Antonio,CA,USA,2022-05-15,Consumer
1948,Customer_1948,customer1948@example.com,Dallas,TX,USA,2022-01-07,Corporate
1949,Customer_1949,customer1949@example.com,San Diego,TX,USA,2022-12-14,Corporate
1950,Customer_1950,customer1950@example.com,Dallas,NY,USA,2022-02-19,Home Office
1951,Customer_1951,customer1951@example.com,Philadelphia,TX,USA,2022-11-09,Home Office
1952,Customer_1952,customer1952@example.com,Phoenix,PA,USA,2022-05-19,Corporate
1953,Customer_1953,customer1953@example.com,Los Angeles,AZ,USA,2022-12-02,Home Office
1954,Customer_1954,customer1954@example.com,San Antonio,CA,USA,2023-01-31,Home Office
1955,Customer_1955,customer1955@example.com,Houston,CA,USA,2023-01-30,Consumer
1956,Customer_1956,customer1956@example.com,Dallas,PA,USA,2022-12-13,Home Office
1957,Customer_1957,customer1957@example.com,Chicago,PA,USA,2022-10-08,Consumer
1958,Customer_1958,customer1958@example.com,New York,CA,USA,2022-01-07,Corporate
1959,Customer_1959,customer1959@example.com,Los Angeles,TX,USA,2022-02-23,Home Office
1960,Customer_1960,customer1960@example.com,San Diego,PA,USA,2022-04-23,Home Office
1961,Customer_1961,customer1961@example.com,Phoenix,AZ,USA,2022-04-09,Consumer
1962,Customer_1962,customer1962@example.com,New York,CA,USA,2022-02-17,Consumer
1963,Customer_1963,customer1963@example.com,San Jose,TX,USA,2023-05-02,Home Office
1964,Customer_1964,customer1964@example.com,Los Angeles,CA,USA,2022-02-14,Home Office
1965,Customer_1965,customer1965@example.com,Chicago,TX,USA,2022-12-03,Home Office
1966,Customer_1966,customer1966@example.com,San Jose,IL,USA,2023-04-04,Consumer
1967,Customer_1967,customer1967@example.com,Chicago,AZ,USA,2022-05-31,Corporate
1968,Customer_1968,customer1968@example.com,Los Angeles,CA,USA,2023-04-18,Corporate
1969,Customer_1969,customer1969@example.com,San Antonio,PA,USA,2022-05-12,Consumer
1970,Customer_1970,customer1970@example.com,Los Angeles,AZ,USA,2023-02-02,Consumer
1971,Customer_1971,customer1971@example.com,San Antonio,TX,USA,2022-06-20,Consumer
1972,Customer_1972,customer1972@example.com,Phoenix,AZ,USA,2022-04-02,Corporate
1973,Customer_1973,customer1973@example.com,Los Angeles,CA,USA,2023-04-21,Consumer
1974,Customer_1974,customer1974@example.com,San Jose,TX,USA,2022-04-02,Home Office
1975,Customer_1975,customer1975@example.com,San Diego,CA,USA,2022-03-15,Home Office
1976,Customer_1976,customer1976@example.com,San Antonio,TX,USA,2022-11-11,Home Office
1977,Customer_1977,customer1977@example.com,Los Angeles,CA,USA,2023-01-02,Corporate
1978,Customer_1978,customer1978@example.com,Los Angeles,NY,USA,2022-02-07,Consumer
1979,Customer_1979,customer1979@example.com,San Jose,AZ,USA,2023-02-02,Corporate
1980,Customer_1980,customer1980@example.com,New York,CA,USA,2022-03-18,Home Office
1981,Customer_1981,customer1981@example.com,New York,NY,USA,2022-12-07,Corporate
1982,Customer_1982,customer1982@example.com,Phoenix,IL,USA,2022-12-25,Corporate
